#name	status	length	unknown percent	pvalue brute	pvalue corrected	number of convergent sites	convergent sites
FSHR	 	420	0.00e+00	1.0000e+00	3.9600e+00	0
PDCD4	 	426	0.00e+00	1.0000e+00	3.9575e+00	0
ATF2	 	429	0.00e+00	1.0000e+00	3.9550e+00	0
MPP7	 	431	0.00e+00	1.0000e+00	3.9526e+00	0
SMC5	 	440	0.00e+00	1.0000e+00	3.9501e+00	0
RARS2	 	441	0.00e+00	1.0000e+00	3.9476e+00	0
ARHGAP10	 	460	0.00e+00	1.0000e+00	3.9452e+00	0
MUSK	 	466	0.00e+00	1.0000e+00	3.9427e+00	0
DARS2	 	472	0.00e+00	1.0000e+00	3.9403e+00	0
FGD4	 	484	0.00e+00	1.0000e+00	3.9378e+00	0
L3MBTL3	 	484	0.00e+00	1.0000e+00	3.9354e+00	0
EPS8	 	487	0.00e+00	1.0000e+00	3.9329e+00	0
KIAA0907	 	489	0.00e+00	1.0000e+00	3.9305e+00	0
PAK7	 	493	0.00e+00	1.0000e+00	3.9280e+00	0
RECK	 	502	0.00e+00	1.0000e+00	3.9256e+00	0
PRKG2	 	503	0.00e+00	1.0000e+00	3.9232e+00	0
MED17	 	508	0.00e+00	1.0000e+00	3.9207e+00	0
EEA1	 	509	0.00e+00	1.0000e+00	3.9183e+00	0
HOOK1	 	511	0.00e+00	1.0000e+00	3.9159e+00	0
LCP1	 	512	0.00e+00	1.0000e+00	3.9135e+00	0
ADAM23	 	515	0.00e+00	1.0000e+00	3.9111e+00	0
ERAP1	 	521	0.00e+00	1.0000e+00	3.9086e+00	0
FAM171A1	 	527	0.00e+00	1.0000e+00	3.9062e+00	0
LONP2	 	530	0.00e+00	1.0000e+00	3.9038e+00	0
HKDC1	 	532	0.00e+00	1.0000e+00	3.9014e+00	0
ADGRA3	 	546	0.00e+00	1.0000e+00	3.8990e+00	0
CHUK	 	547	0.00e+00	1.0000e+00	3.8966e+00	0
DIS3L	 	552	0.00e+00	1.0000e+00	3.8942e+00	0
PARD3	 	557	0.00e+00	1.0000e+00	3.8918e+00	0
SMG5	 	561	0.00e+00	1.0000e+00	3.8894e+00	0
FREM1	 	573	0.00e+00	1.0000e+00	3.8870e+00	0
CDK13	 	577	0.00e+00	1.0000e+00	3.8847e+00	0
RRM1	 	583	0.00e+00	1.0000e+00	3.8823e+00	0
PALB2	 	589	0.00e+00	1.0000e+00	3.8799e+00	0
LMO7	*	593	0.00e+00	1.0000e+00	3.8775e+00	0
SH3TC2	 	595	0.00e+00	1.0000e+00	3.8752e+00	0
MCM8	 	597	0.00e+00	1.0000e+00	3.8728e+00	0
KAT6A	 	605	0.00e+00	1.0000e+00	3.8704e+00	0
TTC37	 	607	0.00e+00	1.0000e+00	3.8681e+00	0
PHF20	 	608	0.00e+00	1.0000e+00	3.8657e+00	0
RNF19A	 	615	0.00e+00	1.0000e+00	3.8633e+00	0
RNF139	 	620	0.00e+00	1.0000e+00	3.8610e+00	0
GRIN3A	 	623	0.00e+00	1.0000e+00	3.8586e+00	0
ADAM22	 	624	0.00e+00	1.0000e+00	3.8563e+00	0
BRPF1	 	633	0.00e+00	1.0000e+00	3.8539e+00	0
HPS5	 	639	0.00e+00	1.0000e+00	3.8516e+00	0
PTPRO	 	640	0.00e+00	1.0000e+00	3.8492e+00	0
TMEM168	 	645	0.00e+00	1.0000e+00	3.8469e+00	0
RASGRF2	 	647	0.00e+00	1.0000e+00	3.8446e+00	0
DPP8	 	653	0.00e+00	1.0000e+00	3.8422e+00	0
LRIG3	 	675	0.00e+00	1.0000e+00	3.8399e+00	0
DAPK1	 	683	0.00e+00	1.0000e+00	3.8376e+00	0
RAPGEF4	 	695	0.00e+00	1.0000e+00	3.8353e+00	0
SMARCAD1	 	727	0.00e+00	1.0000e+00	3.8329e+00	0
FREM2	 	746	0.00e+00	1.0000e+00	3.8306e+00	0
TBC1D9	 	752	0.00e+00	1.0000e+00	3.8283e+00	0
GEMIN5	 	758	0.00e+00	1.0000e+00	3.8260e+00	0
GLG1	 	764	0.00e+00	1.0000e+00	3.8237e+00	0
TBC1D4	 	796	0.00e+00	1.0000e+00	3.8214e+00	0
VCPIP1	 	809	0.00e+00	1.0000e+00	3.8191e+00	0
MLH3	 	842	0.00e+00	1.0000e+00	3.8168e+00	0
EMSY	 	864	0.00e+00	1.0000e+00	3.8145e+00	0
NRAP	 	1117	0.00e+00	1.0000e+00	3.8122e+00	0
CHD8	 	1128	0.00e+00	1.0000e+00	3.8099e+00	0
EPG5	 	1186	0.00e+00	1.0000e+00	3.8076e+00	0
MYOF	 	1188	0.00e+00	1.0000e+00	3.8053e+00	0
ANAPC1	 	1407	0.00e+00	1.0000e+00	3.8030e+00	0
GLRA1	 	242	0.00e+00	1.0000e+00	3.8007e+00	0
DLG3	 	165	0.00e+00	1.0000e+00	3.7984e+00	0
TAF2	 	1030	0.00e+00	1.0000e+00	3.7962e+00	0
DCBLD2	 	489	0.00e+00	1.0000e+00	3.7939e+00	0
SETD6	 	75	0.00e+00	1.0000e+00	3.7916e+00	0
LIMD1	 	77	0.00e+00	1.0000e+00	3.7893e+00	0
VCL	 	653	0.00e+00	1.0000e+00	3.7871e+00	0
KIAA0319L	 	658	0.00e+00	1.0000e+00	3.7848e+00	0
CDC27	 	753	0.00e+00	1.0000e+00	3.7826e+00	0
B3GLCT	 	177	0.00e+00	1.0000e+00	3.7803e+00	0
TASP1	 	179	0.00e+00	1.0000e+00	3.7780e+00	0
PHF3	 	1022	0.00e+00	1.0000e+00	3.7758e+00	0
CSTF2	 	192	0.00e+00	1.0000e+00	3.7735e+00	0
ACAA2	 	195	0.00e+00	1.0000e+00	3.7713e+00	0
MBNL3	 	220	0.00e+00	1.0000e+00	3.7690e+00	0
SNX30	 	229	0.00e+00	1.0000e+00	3.7668e+00	0
RRAGC	 	230	0.00e+00	1.0000e+00	3.7646e+00	0
CDS1	 	235	0.00e+00	1.0000e+00	3.7623e+00	0
CTIF	 	240	0.00e+00	1.0000e+00	3.7601e+00	0
UTP18	 	256	0.00e+00	1.0000e+00	3.7579e+00	0
FBXO8	 	257	0.00e+00	1.0000e+00	3.7556e+00	0
ALDOC	 	265	0.00e+00	1.0000e+00	3.7534e+00	0
ASZ1	 	323	0.00e+00	1.0000e+00	3.7512e+00	0
BMPER	 	331	0.00e+00	1.0000e+00	3.7490e+00	0
FAM73A	 	335	0.00e+00	1.0000e+00	3.7467e+00	0
HBP1	 	336	0.00e+00	1.0000e+00	3.7445e+00	0
KMT5B	 	337	0.00e+00	1.0000e+00	3.7423e+00	0
LIMA1	 	375	0.00e+00	1.0000e+00	3.7401e+00	0
JMY	 	444	0.00e+00	1.0000e+00	3.7379e+00	0
MYSM1	 	452	0.00e+00	1.0000e+00	3.7357e+00	0
RXFP2	 	468	0.00e+00	1.0000e+00	3.7335e+00	0
DPYSL5	 	474	0.00e+00	1.0000e+00	3.7313e+00	0
SENP7	 	479	0.00e+00	1.0000e+00	3.7291e+00	0
ZNF217	 	491	0.00e+00	1.0000e+00	3.7269e+00	0
E2F8	 	520	0.00e+00	1.0000e+00	3.7247e+00	0
CHD1	 	522	0.00e+00	1.0000e+00	3.7225e+00	0
KLHL5	 	534	0.00e+00	1.0000e+00	3.7203e+00	0
BRAF	 	554	0.00e+00	1.0000e+00	3.7181e+00	0
MBTD1	 	555	0.00e+00	1.0000e+00	3.7160e+00	0
ZC3H7A	 	584	0.00e+00	1.0000e+00	3.7138e+00	0
ANO4	 	606	0.00e+00	1.0000e+00	3.7116e+00	0
BBX	 	630	0.00e+00	1.0000e+00	3.7094e+00	0
RASA1	 	632	0.00e+00	1.0000e+00	3.7073e+00	0
CTNND1	 	651	0.00e+00	1.0000e+00	3.7051e+00	0
PNISR	 	727	0.00e+00	1.0000e+00	3.7029e+00	0
HACE1	 	750	0.00e+00	1.0000e+00	3.7008e+00	0
FGF14	 	27	0.00e+00	1.0000e+00	3.6986e+00	0
ZFR	 	855	0.00e+00	1.0000e+00	3.6964e+00	0
TNIK	 	865	0.00e+00	1.0000e+00	3.6943e+00	0
DQX1	 	50	0.00e+00	1.0000e+00	3.6921e+00	0
ROCK1	 	1040	0.00e+00	1.0000e+00	3.6900e+00	0
HIPK1	 	1049	0.00e+00	1.0000e+00	3.6878e+00	0
SLC30A2	 	90	0.00e+00	1.0000e+00	3.6857e+00	0
PTPN11	 	91	0.00e+00	1.0000e+00	3.6835e+00	0
BORCS5	 	94	0.00e+00	1.0000e+00	3.6814e+00	0
SIKE1	 	94	0.00e+00	1.0000e+00	3.6793e+00	0
TWISTNB	 	101	0.00e+00	1.0000e+00	3.6771e+00	0
NR2E1	 	103	0.00e+00	1.0000e+00	3.6750e+00	0
CHAC2	 	107	0.00e+00	1.0000e+00	3.6729e+00	0
EMB	 	112	0.00e+00	1.0000e+00	3.6707e+00	0
PSMG1	 	122	0.00e+00	1.0000e+00	3.6686e+00	0
SLC25A30	 	122	0.00e+00	1.0000e+00	3.6665e+00	0
NOA1	 	124	0.00e+00	1.0000e+00	3.6644e+00	0
CAMKK2	 	127	0.00e+00	1.0000e+00	3.6622e+00	0
TMEM41A	 	130	0.00e+00	1.0000e+00	3.6601e+00	0
IFNAR2	 	136	0.00e+00	1.0000e+00	3.6580e+00	0
UIMC1	 	136	0.00e+00	1.0000e+00	3.6559e+00	0
HM13	 	142	0.00e+00	1.0000e+00	3.6538e+00	0
KCNQ5	 	148	0.00e+00	1.0000e+00	3.6517e+00	0
RELL1	 	148	0.00e+00	1.0000e+00	3.6496e+00	0
EMC3	 	154	0.00e+00	1.0000e+00	3.6475e+00	0
CASP6	 	156	0.00e+00	1.0000e+00	3.6454e+00	0
PLEKHA3	 	160	0.00e+00	1.0000e+00	3.6433e+00	0
RGS1	 	163	0.00e+00	1.0000e+00	3.6412e+00	0
TRMO	 	169	0.00e+00	1.0000e+00	3.6391e+00	0
TDG	 	170	0.00e+00	1.0000e+00	3.6370e+00	0
ZBTB17	 	174	0.00e+00	1.0000e+00	3.6349e+00	0
CNNM1	 	176	0.00e+00	1.0000e+00	3.6328e+00	0
WDYHV1	 	181	0.00e+00	1.0000e+00	3.6307e+00	0
ZNF212	 	183	0.00e+00	1.0000e+00	3.6287e+00	0
CALD1	 	186	0.00e+00	1.0000e+00	3.6266e+00	0
ING2	 	188	0.00e+00	1.0000e+00	3.6245e+00	0
FAM117B	 	188	0.00e+00	1.0000e+00	3.6224e+00	0
C17orf53	 	195	0.00e+00	1.0000e+00	3.6204e+00	0
TYRP1	 	212	0.00e+00	1.0000e+00	3.6183e+00	0
DMRT2	 	216	0.00e+00	1.0000e+00	3.6162e+00	0
SLF2	 	220	0.00e+00	1.0000e+00	3.6142e+00	0
ST8SIA3	 	220	0.00e+00	1.0000e+00	3.6121e+00	0
USP49	 	221	0.00e+00	1.0000e+00	3.6100e+00	0
COQ2	 	222	0.00e+00	1.0000e+00	3.6080e+00	0
GLDN	 	223	0.00e+00	1.0000e+00	3.6059e+00	0
WDR43	 	223	0.00e+00	1.0000e+00	3.6039e+00	0
MFAP3	 	224	0.00e+00	1.0000e+00	3.6018e+00	0
PDHX	 	224	0.00e+00	1.0000e+00	3.5998e+00	0
ENOX1	 	230	0.00e+00	1.0000e+00	3.5977e+00	0
ACTR5	 	234	0.00e+00	1.0000e+00	3.5957e+00	0
PPME1	 	236	0.00e+00	1.0000e+00	3.5936e+00	0
CERS3	 	242	0.00e+00	1.0000e+00	3.5916e+00	0
SNX1	 	243	0.00e+00	1.0000e+00	3.5896e+00	0
TGFB2	 	245	0.00e+00	1.0000e+00	3.5875e+00	0
ASB5	 	252	0.00e+00	1.0000e+00	3.5855e+00	0
SLC25A33	 	254	0.00e+00	1.0000e+00	3.5835e+00	0
CCDC47	 	258	0.00e+00	1.0000e+00	3.5814e+00	0
CENPL	 	259	0.00e+00	1.0000e+00	3.5794e+00	0
HPSE	 	260	0.00e+00	1.0000e+00	3.5774e+00	0
NOP58	 	262	0.00e+00	1.0000e+00	3.5754e+00	0
RCC1	 	262	0.00e+00	1.0000e+00	3.5734e+00	0
DIDO1	 	262	0.00e+00	1.0000e+00	3.5713e+00	0
SGCE	 	270	0.00e+00	1.0000e+00	3.5693e+00	0
LANCL1	 	271	0.00e+00	1.0000e+00	3.5673e+00	0
INTS10	 	277	0.00e+00	1.0000e+00	3.5653e+00	0
COQ6	 	280	0.00e+00	1.0000e+00	3.5633e+00	0
AGBL5	 	281	0.00e+00	1.0000e+00	3.5613e+00	0
RGS3	 	282	0.00e+00	1.0000e+00	3.5593e+00	0
CKMT2	 	283	0.00e+00	1.0000e+00	3.5573e+00	0
IST1	 	286	0.00e+00	1.0000e+00	3.5553e+00	0
CTDSPL2	 	291	0.00e+00	1.0000e+00	3.5533e+00	0
COL1A2	 	294	0.00e+00	1.0000e+00	3.5513e+00	0
ITGB8	 	295	0.00e+00	1.0000e+00	3.5493e+00	0
ANTXR2	 	299	0.00e+00	1.0000e+00	3.5473e+00	0
SP2	 	301	0.00e+00	1.0000e+00	3.5454e+00	0
STK17B	 	312	0.00e+00	1.0000e+00	3.5434e+00	0
APPBP2	 	313	0.00e+00	1.0000e+00	3.5414e+00	0
TXNIP	 	315	0.00e+00	1.0000e+00	3.5394e+00	0
SLC26A2	 	319	0.00e+00	1.0000e+00	3.5374e+00	0
CYP20A1	 	325	0.00e+00	1.0000e+00	3.5355e+00	0
WDSUB1	 	331	0.00e+00	1.0000e+00	3.5335e+00	0
WDR60	 	331	0.00e+00	1.0000e+00	3.5315e+00	0
TUBGCP3	 	333	0.00e+00	1.0000e+00	3.5295e+00	0
SPRED1	 	334	0.00e+00	1.0000e+00	3.5276e+00	0
CSRP2BP	 	339	0.00e+00	1.0000e+00	3.5256e+00	0
HP1BP3	 	341	0.00e+00	1.0000e+00	3.5237e+00	0
KIF18B	 	342	0.00e+00	1.0000e+00	3.5217e+00	0
CCDC67	 	345	0.00e+00	1.0000e+00	3.5197e+00	0
PDE5A	 	345	0.00e+00	1.0000e+00	3.5178e+00	0
EMC1	 	350	0.00e+00	1.0000e+00	3.5158e+00	0
PCCA	 	350	0.00e+00	1.0000e+00	3.5139e+00	0
ESPL1	 	352	0.00e+00	1.0000e+00	3.5119e+00	0
PPP2R2A	 	355	0.00e+00	1.0000e+00	3.5100e+00	0
TRIM42	 	356	0.00e+00	1.0000e+00	3.5080e+00	0
SHCBP1L	 	358	0.00e+00	1.0000e+00	3.5061e+00	0
SLC33A1	 	359	0.00e+00	1.0000e+00	3.5042e+00	0
KANSL3	 	361	0.00e+00	1.0000e+00	3.5022e+00	0
NR3C2	 	363	0.00e+00	1.0000e+00	3.5003e+00	0
MACF1	 	365	0.00e+00	1.0000e+00	3.4983e+00	0
RORB	 	372	0.00e+00	1.0000e+00	3.4964e+00	0
MAN1A2	 	374	0.00e+00	1.0000e+00	3.4945e+00	0
SNX2	 	387	0.00e+00	1.0000e+00	3.4926e+00	0
NUMB	 	387	0.00e+00	1.0000e+00	3.4906e+00	0
RIOK3	 	392	0.00e+00	1.0000e+00	3.4887e+00	0
HSPA12A	 	400	0.00e+00	1.0000e+00	3.4868e+00	0
CCT4	 	410	0.00e+00	1.0000e+00	3.4849e+00	0
LIG3	 	410	0.00e+00	1.0000e+00	3.4829e+00	0
HECTD2	 	414	0.00e+00	1.0000e+00	3.4810e+00	0
NEDD1	 	417	0.00e+00	1.0000e+00	3.4791e+00	0
CTNNAL1	 	417	0.00e+00	1.0000e+00	3.4772e+00	0
GAB1	 	418	0.00e+00	1.0000e+00	3.4753e+00	0
UNC45B	 	422	0.00e+00	1.0000e+00	3.4734e+00	0
KLHL13	 	425	0.00e+00	1.0000e+00	3.4715e+00	0
IPO8	 	425	0.00e+00	1.0000e+00	3.4696e+00	0
TBC1D19	 	428	0.00e+00	1.0000e+00	3.4677e+00	0
PLA2G4A	 	430	0.00e+00	1.0000e+00	3.4658e+00	0
PLS1	 	430	0.00e+00	1.0000e+00	3.4639e+00	0
DCAF6	 	432	0.00e+00	1.0000e+00	3.4620e+00	0
DNAJC3	 	435	0.00e+00	1.0000e+00	3.4601e+00	0
MLLT10	 	441	0.00e+00	1.0000e+00	3.4582e+00	0
TMEM39A	 	442	0.00e+00	1.0000e+00	3.4563e+00	0
APP	 	453	0.00e+00	1.0000e+00	3.4544e+00	0
LIG4	 	455	0.00e+00	1.0000e+00	3.4526e+00	0
BMPR1B	 	463	0.00e+00	1.0000e+00	3.4507e+00	0
LUZP1	 	465	0.00e+00	1.0000e+00	3.4488e+00	0
COL6A3	 	467	0.00e+00	1.0000e+00	3.4469e+00	0
GTF3C2	 	471	0.00e+00	1.0000e+00	3.4450e+00	0
ZMYND11	 	472	0.00e+00	1.0000e+00	3.4432e+00	0
ACAP2	 	472	0.00e+00	1.0000e+00	3.4413e+00	0
MCMDC2	 	476	0.00e+00	1.0000e+00	3.4394e+00	0
ACTR8	 	482	0.00e+00	1.0000e+00	3.4376e+00	0
SND1	 	484	0.00e+00	1.0000e+00	3.4357e+00	0
ZEB1	 	486	0.00e+00	1.0000e+00	3.4338e+00	0
PCDH18	 	493	0.00e+00	1.0000e+00	3.4320e+00	0
ALPK2	 	497	0.00e+00	1.0000e+00	3.4301e+00	0
WDR47	 	502	0.00e+00	1.0000e+00	3.4283e+00	0
KIF3B	 	502	0.00e+00	1.0000e+00	3.4264e+00	0
AFTPH	 	515	0.00e+00	1.0000e+00	3.4246e+00	0
NAA16	 	519	0.00e+00	1.0000e+00	3.4227e+00	0
DDX27	 	521	0.00e+00	1.0000e+00	3.4209e+00	0
BRWD3	 	522	0.00e+00	1.0000e+00	3.4190e+00	0
NELL2	 	533	0.00e+00	1.0000e+00	3.4172e+00	0
TRAK2	 	533	0.00e+00	1.0000e+00	3.4153e+00	0
SLC25A12	 	553	0.00e+00	1.0000e+00	3.4135e+00	0
GIGYF2	 	583	0.00e+00	1.0000e+00	3.4116e+00	0
ADGRG2	 	594	0.00e+00	1.0000e+00	3.4098e+00	0
TEX10	 	602	0.00e+00	1.0000e+00	3.4080e+00	0
PRMT9	 	607	0.00e+00	1.0000e+00	3.4061e+00	0
MAP4K5	 	615	0.00e+00	1.0000e+00	3.4043e+00	0
PEAK1	 	616	0.00e+00	1.0000e+00	3.4025e+00	0
EPC2	 	620	0.00e+00	1.0000e+00	3.4006e+00	0
R3HDM1	 	624	0.00e+00	1.0000e+00	3.3988e+00	0
NUP153	 	627	0.00e+00	1.0000e+00	3.3970e+00	0
EXPH5	 	648	0.00e+00	1.0000e+00	3.3952e+00	0
UHRF1BP1	 	653	0.00e+00	1.0000e+00	3.3934e+00	0
PRKD1	 	658	0.00e+00	1.0000e+00	3.3915e+00	0
ATP2C1	 	661	0.00e+00	1.0000e+00	3.3897e+00	0
MYPN	 	690	0.00e+00	1.0000e+00	3.3879e+00	0
ADAMTS3	 	699	0.00e+00	1.0000e+00	3.3861e+00	0
HEATR6	 	711	0.00e+00	1.0000e+00	3.3843e+00	0
PAPPA2	 	750	0.00e+00	1.0000e+00	3.3825e+00	0
MMS19	 	756	0.00e+00	1.0000e+00	3.3807e+00	0
ADNP	 	819	0.00e+00	1.0000e+00	3.3789e+00	0
ABCC2	 	852	0.00e+00	1.0000e+00	3.3771e+00	0
PCDH9	 	896	0.00e+00	1.0000e+00	3.3753e+00	0
PHLDB2	 	933	0.00e+00	1.0000e+00	3.3735e+00	0
SHPRH	 	951	0.00e+00	1.0000e+00	3.3717e+00	0
COL14A1	 	1011	0.00e+00	1.0000e+00	3.3699e+00	0
ABCA5	 	1075	0.00e+00	1.0000e+00	3.3681e+00	0
EIF2AK4	 	1099	0.00e+00	1.0000e+00	3.3663e+00	0
ALS2	 	1208	0.00e+00	1.0000e+00	3.3645e+00	0
CREBBP	 	1368	0.00e+00	1.0000e+00	3.3627e+00	0
MED13	 	1605	0.00e+00	1.0000e+00	3.3609e+00	0
CSMD3	 	1823	0.00e+00	1.0000e+00	3.3592e+00	0
UTRN	 	1973	0.00e+00	1.0000e+00	3.3574e+00	0
HUWE1	 	2872	0.00e+00	1.0000e+00	3.3556e+00	0
RBM26	 	602	0.00e+00	1.0000e+00	3.3538e+00	0
MYOM3	 	307	0.00e+00	1.0000e+00	3.3520e+00	0
CCDC136	 	183	0.00e+00	1.0000e+00	3.3503e+00	0
NOLC1	 	206	0.00e+00	1.0000e+00	3.3485e+00	0
UBLCP1	 	213	0.00e+00	1.0000e+00	3.3467e+00	0
KHSRP	 	216	0.00e+00	1.0000e+00	3.3450e+00	0
ALKBH8	 	219	0.00e+00	1.0000e+00	3.3432e+00	0
KLF3	 	254	0.00e+00	1.0000e+00	3.3414e+00	0
SEC62	 	257	0.00e+00	1.0000e+00	3.3397e+00	0
RNF180	 	276	0.00e+00	1.0000e+00	3.3379e+00	0
UBASH3B	 	282	0.00e+00	1.0000e+00	3.3361e+00	0
PRKCQ	 	294	0.00e+00	1.0000e+00	3.3344e+00	0
PIAS1	 	413	0.00e+00	1.0000e+00	3.3326e+00	0
NCAM2	 	444	0.00e+00	1.0000e+00	3.3309e+00	0
PHF12	 	448	0.00e+00	1.0000e+00	3.3291e+00	0
FGD6	 	543	0.00e+00	1.0000e+00	3.3274e+00	0
DMTF1	 	645	0.00e+00	1.0000e+00	3.3256e+00	0
CDYL2	 	20	0.00e+00	1.0000e+00	3.3239e+00	0
ORAOV1	 	25	0.00e+00	1.0000e+00	3.3221e+00	0
CC2D2A	 	727	0.00e+00	1.0000e+00	3.3204e+00	0
YTHDC2	 	755	0.00e+00	1.0000e+00	3.3187e+00	0
SEC24B	 	792	0.00e+00	1.0000e+00	3.3169e+00	0
HERC3	 	807	0.00e+00	1.0000e+00	3.3152e+00	0
NDUFB3	 	32	0.00e+00	1.0000e+00	3.3134e+00	0
JMJD4	 	34	0.00e+00	1.0000e+00	3.3117e+00	0
PDCD5	 	34	0.00e+00	1.0000e+00	3.3100e+00	0
GKN1	 	43	0.00e+00	1.0000e+00	3.3083e+00	0
PDIA5	 	80	0.00e+00	1.0000e+00	3.3065e+00	0
MCFD2	 	90	0.00e+00	1.0000e+00	3.3048e+00	0
PRKCE	 	106	0.00e+00	1.0000e+00	3.3031e+00	0
CENPN	 	113	0.00e+00	1.0000e+00	3.3014e+00	0
NYAP2	 	116	0.00e+00	1.0000e+00	3.2996e+00	0
PARP2	 	125	0.00e+00	1.0000e+00	3.2979e+00	0
WEE2	 	133	0.00e+00	1.0000e+00	3.2962e+00	0
SLC2A2	 	137	0.00e+00	1.0000e+00	3.2945e+00	0
RNF34	 	146	0.00e+00	1.0000e+00	3.2928e+00	0
RNF6	 	154	0.00e+00	1.0000e+00	3.2911e+00	0
SLC4A5	 	155	0.00e+00	1.0000e+00	3.2894e+00	0
FAM134B	 	165	0.00e+00	1.0000e+00	3.2876e+00	0
RIC3	 	165	0.00e+00	1.0000e+00	3.2859e+00	0
ATG10	 	166	0.00e+00	1.0000e+00	3.2842e+00	0
GPALPP1	 	167	0.00e+00	1.0000e+00	3.2825e+00	0
CCNC	 	169	0.00e+00	1.0000e+00	3.2808e+00	0
GALM	 	171	0.00e+00	1.0000e+00	3.2791e+00	0
C17orf80	 	172	0.00e+00	1.0000e+00	3.2774e+00	0
ARID1B	 	173	0.00e+00	1.0000e+00	3.2757e+00	0
UBXN1	 	173	0.00e+00	1.0000e+00	3.2740e+00	0
ST8SIA5	 	177	0.00e+00	1.0000e+00	3.2724e+00	0
LPIN1	 	182	0.00e+00	1.0000e+00	3.2707e+00	0
TRIP13	 	183	0.00e+00	1.0000e+00	3.2690e+00	0
NEXN	 	186	0.00e+00	1.0000e+00	3.2673e+00	0
WDFY4	 	187	0.00e+00	1.0000e+00	3.2656e+00	0
C2orf69	 	187	0.00e+00	1.0000e+00	3.2639e+00	0
STX7	 	190	0.00e+00	1.0000e+00	3.2622e+00	0
TGM6	 	196	0.00e+00	1.0000e+00	3.2606e+00	0
DNAJC1	 	202	0.00e+00	1.0000e+00	3.2589e+00	0
RNF220	 	203	0.00e+00	1.0000e+00	3.2572e+00	0
USH1C	 	204	0.00e+00	1.0000e+00	3.2555e+00	0
TMPRSS11A	 	205	0.00e+00	1.0000e+00	3.2539e+00	0
EYA2	 	210	0.00e+00	1.0000e+00	3.2522e+00	0
CTGF	 	212	0.00e+00	1.0000e+00	3.2505e+00	0
CEP41	 	214	0.00e+00	1.0000e+00	3.2488e+00	0
PDSS1	 	214	0.00e+00	1.0000e+00	3.2472e+00	0
ETFDH	 	216	0.00e+00	1.0000e+00	3.2455e+00	0
HSF5	 	220	0.00e+00	1.0000e+00	3.2439e+00	0
PFKFB2	 	221	0.00e+00	1.0000e+00	3.2422e+00	0
ADPRM	 	225	0.00e+00	1.0000e+00	3.2405e+00	0
SLC16A14	 	229	0.00e+00	1.0000e+00	3.2389e+00	0
KRT4	 	234	0.00e+00	1.0000e+00	3.2372e+00	0
LRRC40	 	236	0.00e+00	1.0000e+00	3.2356e+00	0
ESRRG	 	238	0.00e+00	1.0000e+00	3.2339e+00	0
RTCA	 	249	0.00e+00	1.0000e+00	3.2323e+00	0
ARNTL	 	263	0.00e+00	1.0000e+00	3.2306e+00	0
PTGER4	 	263	0.00e+00	1.0000e+00	3.2290e+00	0
TAB3	 	266	0.00e+00	1.0000e+00	3.2273e+00	0
GNA13	 	267	0.00e+00	1.0000e+00	3.2257e+00	0
PIGA	 	272	0.00e+00	1.0000e+00	3.2240e+00	0
SLC18B1	 	273	0.00e+00	1.0000e+00	3.2224e+00	0
SV2B	 	275	0.00e+00	1.0000e+00	3.2208e+00	0
PDE7A	 	275	0.00e+00	1.0000e+00	3.2191e+00	0
GJD2	 	277	0.00e+00	1.0000e+00	3.2175e+00	0
FLVCR1	 	280	0.00e+00	1.0000e+00	3.2158e+00	0
CLSTN3	 	283	0.00e+00	1.0000e+00	3.2142e+00	0
PEX3	 	284	0.00e+00	1.0000e+00	3.2126e+00	0
C7orf60	 	287	0.00e+00	1.0000e+00	3.2110e+00	0
GLRA3	 	288	0.00e+00	1.0000e+00	3.2093e+00	0
KCNJ3	 	289	0.00e+00	1.0000e+00	3.2077e+00	0
NUB1	 	289	0.00e+00	1.0000e+00	3.2061e+00	0
TXK	 	292	0.00e+00	1.0000e+00	3.2045e+00	0
LCTL	 	294	0.00e+00	1.0000e+00	3.2028e+00	0
EPB41L4A	 	307	0.00e+00	1.0000e+00	3.2012e+00	0
ADGRF1	 	308	0.00e+00	1.0000e+00	3.1996e+00	0
PCCB	 	309	0.00e+00	1.0000e+00	3.1980e+00	0
BLMH	 	309	0.00e+00	1.0000e+00	3.1964e+00	0
HTR2A	 	309	0.00e+00	1.0000e+00	3.1948e+00	0
UTP15	 	319	0.00e+00	1.0000e+00	3.1931e+00	0
ESR2	 	321	0.00e+00	1.0000e+00	3.1915e+00	0
HADHB	 	327	0.00e+00	1.0000e+00	3.1899e+00	0
MPP5	 	328	0.00e+00	1.0000e+00	3.1883e+00	0
RNF219	 	330	0.00e+00	1.0000e+00	3.1867e+00	0
SLC26A5	 	330	0.00e+00	1.0000e+00	3.1851e+00	0
RPS6KA5	 	330	0.00e+00	1.0000e+00	3.1835e+00	0
NOX3	 	332	0.00e+00	1.0000e+00	3.1819e+00	0
PDE8B	 	336	0.00e+00	1.0000e+00	3.1803e+00	0
PUS3	 	338	0.00e+00	1.0000e+00	3.1787e+00	0
HDC	 	341	0.00e+00	1.0000e+00	3.1771e+00	0
SEC61A2	 	342	0.00e+00	1.0000e+00	3.1755e+00	0
GPC4	 	370	0.00e+00	1.0000e+00	3.1739e+00	0
SUZ12	 	382	0.00e+00	1.0000e+00	3.1723e+00	0
ATP6V0A1	 	390	0.00e+00	1.0000e+00	3.1708e+00	0
LPIN2	 	392	0.00e+00	1.0000e+00	3.1692e+00	0
